Date,Open,High,Low,Close,Volume
2025-09-22,6654.28,6698.88,6648.07,6693.75,3315223419
2025-09-23,6692.44,6699.52,6645.58,6656.92,3115121988
2025-09-24,6669.79,6672.66,6621.76,6637.97,2998614787
2025-09-25,6608.19,6619.0,6569.22,6604.72,3278961445
2025-09-26,6615.38,6648.97,6604.43,6643.7,2892245070
2025-09-29,6661.58,6677.31,6644.49,6661.21,3168317149
2025-09-30,6656.19,6691.25,6641.0,6688.46,3486014723
2025-10-01,6664.92,6718.48,6656.2,6711.2,3487364700
2025-10-02,6731.31,6731.94,6693.23,6715.35,3004379851
2025-10-03,6722.14,6750.87,6705.67,6715.79,2878413899
2025-10-06,6733.86,6749.52,6717.78,6740.28,3287229545
2025-10-07,6746.14,6754.49,6699.96,6714.59,3041041072
2025-10-08,6723.87,6755.64,6718.09,6753.72,2924743850
2025-10-09,6760.5,6764.58,6716.17,6735.11,2806505186
2025-10-10,6740.49,6762.4,6550.78,6552.51,3576690308
2025-10-13,6622.53,6668.68,6620.71,6654.72,2749650647
2025-10-14,6602.49,6680.7,6555.07,6644.31,2982479677
2025-10-15,6688.27,6724.12,6612.11,6671.06,2980404766
2025-10-16,6689.02,6709.34,6593.99,6629.07,3312407351
2025-10-17,6613.27,6678.88,6603.76,6664.01,3139633660
2025-10-20,6690.05,6744.35,6690.05,6735.13,2681649976
2025-10-21,6736.75,6752.16,6722.03,6735.35,3134559675
2025-10-22,6741.34,6741.75,6655.69,6699.4,3462137202
2025-10-23,6703.65,6749.53,6700.14,6738.44,3340300193
2025-10-24,6772.07,6807.11,6772.07,6791.69,3030501823
2025-10-27,6845.46,6877.28,6843.94,6875.16,3281337316
